Nombre ejercicio,Grupo muscular principal,Grupo muscular secundario,Lugar de entrenamiento: casa/gimnasio,Nivel de dificultad,Material necesario,Equipamiento opcional,Tags GPT,URL video\n\n,,
Plancha frontal con peso corporal (versión masculina),Cintura,Transverso / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, transverso / core",https://drive.google.com/file/d/1PaN6JqyuW_qZCwBVpVeEH-1JobMuAZWl/view?usp=drivesdk,,
Plancha de rodillas con peso corporal (versión masculina),Cintura,Transverso / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, transverso / core",https://drive.google.com/file/d/1U_LClgh1HaAvRHfIL5_Q60BXC5IJzv8m/view?usp=drivesdk,,
Crunch invertido con peso corporal (versión masculina),Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1o3Gsf2t4gZ-OkmLf9F19eX23sqgplymj/view?usp=drivesdk,,
Giro sentado con brazo extendido (versión masculina),Cintura,Oblicuos,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1GdYUKpclVtBYsfpJRJJ8j7VipyKXPU00/view?usp=drivesdk,,
Plancha lateral con peso corporal (versión masculina),Cintura,Oblicuos / Transverso,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos / transverso",https://drive.google.com/file/d/1Yd6TD-7hixI3e1awyH9NVXLMYnzetteW/view?usp=drivesdk,,
Crunch encogido con peso corporal,Cintura,Recto abdominal,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1thFkXYFWFNg6qk_AOkh12ZpahZiOq3x7/view?usp=drivesdk,,
Crunch invertido avanzado con peso corporal (versión femenina),Cintura,Abdominales inferiores,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1J6-HElQoPf9rG1jOodyx4H0mxjGTw8Ph/view?usp=drivesdk,,
Crunch oblicuo en el suelo con peso corporal,Cintura,Oblicuos,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1x9b-LuuGwy9okVZkh0tj4Cmd319-Q_HY/view?usp=drivesdk,,
Russian Twist con peso corporal,Cintura,Oblicuos / Core completo,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos / core completo",https://drive.google.com/file/d/1K8k8TDVQBxIJtiT-CDPprBUUbyKQYSA9/view?usp=drivesdk,,
Crunch lateral (versión 2) con peso corporal,Cintura,Oblicuos,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1VHcL0a0f4ViPTlK9BS_BMDe_EL39K_0B/view?usp=drivesdk,,
Abdominales con brazos sobre el pecho con peso corporal,Cintura,Recto abdominal,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1ldjkB0GTIvzeuetxIrtYmQv8IOrMaIso/view?usp=drivesdk,,
Estiramiento de abdominales de pie con rotación,Cintura,Core completo,casa/gimnasio,Principiante,Ninguno,Ninguno,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1qP_rc03fVJkLZT0bNLQ9nYDGA7KTusPz/view?usp=drivesdk,,
Crunch estrella para principiantes (hombre),Cintura,Core completo,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1src8Swgn-ismfVdvkgRiUyVIW9yGKEQH/view?usp=drivesdk,,
Abdominal con giro con peso corporal,Cintura,Oblicuos / Recto abdominal,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos / recto abdominal",https://drive.google.com/file/d/1iQa83Bv_FY1KLNkowNxWxA7b1L42F8Sg/view?usp=drivesdk,,
Crunch con giro y brazos extendidos (hombre),Cintura,Oblicuos / Recto abdominal,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos / recto abdominal",https://drive.google.com/file/d/1hSaZpxtcnS9Ep-uBeWpCCxA-xGJrTb0s/view?usp=drivesdk,,
Crunch con giro y brazos extendidos,Cintura,Oblicuos / Recto abdominal,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos / recto abdominal",https://drive.google.com/file/d/1UVONs3rBXtcOFnbssUp0vzpnLmuV475H/view?usp=drivesdk,,
Toques alternos de talón (mujer),Cintura,Oblicuos / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, oblicuos / core",https://drive.google.com/file/d/1OIImQTK2zY5KQZiX8BG0KY1CpizuPSwX/view?usp=drivesdk,,
Giro tumbado con rodillas dobladas (mujer),Cintura,Oblicuos,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1nVYgJCjxgSVynyA8DxTiPJ3w_0OoCL7v/view?usp=drivesdk,,
Elevación de piernas rectas en silla romana (mujer),Cintura,Abdominales inferiores,Gimnasio,Intermedio,Silla romana,Ninguno,"aislado, multiarticular, intermedio, silla romana, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1MaBi6LaNO2IyHR2X2DAgcbGuznSvq0PL/view?usp=drivesdk,,
Toque de punta de pie en posición de cangrejo con giro,Cintura,Oblicuos / Core,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cintura, oblicuos / core",https://drive.google.com/file/d/144nSBCBaSytGfCfH3e2RzRcQKUeDpXX4/view?usp=drivesdk,,
Crunch “capullo” (mujer),Cintura,Core completo,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1GS-ELQbjM_pMIN9rq-VJb6K4Iy7PsdAM/view?usp=drivesdk,,
Estiramiento de barbilla al pecho (mujer),Cintura,Cervical / Espalda alta,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, cervical / espalda alta",https://drive.google.com/file/d/1H-IlAzVVRl42_ilReTw5yV7v6Vzyo7Ec/view?usp=drivesdk,,
Estiramiento de barco (mujer),Cintura,Espalda baja / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, espalda baja / core",https://drive.google.com/file/d/1mE7qQC5JxcO0rZ3YAmfTnrDFhBJbntir/view?usp=drivesdk,,
Estiramiento del gato (mujer),Cintura,Espalda completa,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, espalda completa",https://drive.google.com/file/d/1UfzOrB0SUlFUWLCF9VEB-dGnI43B5GEY/view?usp=drivesdk,,
Crunch con piernas extendidas hacia arriba (mujer),Cintura,Recto abdominal,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1SJgQfkAsibcmOpbRTDy2S_ds-GUGOarG/view?usp=drivesdk,,
Crunch en el suelo (mujer),Cintura,Recto abdominal,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1CWo3hsBKr4rWeI-PP-QQ2tqjZ2IhMnT7/view?usp=drivesdk,,
Crunch “rana crujiente” en el suelo,Cintura,Recto abdominal / Core,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, recto abdominal / core",https://drive.google.com/file/d/18H4ZPcLWzheEIXC9z0z0-XB0-kJIP5_P/view?usp=drivesdk,,
Crunch inverso declinado con piernas dobladas,Cintura,Abdominales inferiores,Gimnasio o banco en casa,Avanzado,Banco declinado,Esterilla,"aislado, multiarticular, avanzado, banco declinado, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/12VRXsHjAU91OAE_CFyqjYZH0Kmnn-pAf/view?usp=drivesdk,,
Crunch declinado,Cintura,Recto abdominal,Gimnasio o banco en casa,Intermedio,Banco declinado,Esterilla,"aislado, multiarticular, intermedio, banco declinado, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1B_d6nyei8hnWqUQiTfn_YcWMDqEZJv02/view?usp=drivesdk,,
Estiramiento de espalda media,Cintura,Dorsales medios,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, dorsales medios",https://drive.google.com/file/d/1EVZ-2bm6Ap1v5mwRcOFQ6hZ2Wkvq1J7T/view?usp=drivesdk,,
Crunch de aductores,Cintura,Aductores / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, aductores / core",https://drive.google.com/file/d/1tu8MxhFvbHTtMy-xHl9JPMecrJgbf56o/view?usp=drivesdk,,
Elevación de cadera con rodillas dobladas (mujer),Cintura,Glúteos / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, glúteos / core",https://drive.google.com/file/d/1krIDplUe50EIlO1l3WjOxHn6RSi7R-jX/view?usp=drivesdk,,
Elevación de cadera con rodillas dobladas,Cintura,Glúteos / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, glúteos / core",https://drive.google.com/file/d/1mMp4uZ13WIjsUg8OB-q0tO6xupQz9h8j/view?usp=drivesdk,,
Hiperextensión con peso corporal,Cintura,Espalda baja,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, espalda baja",https://drive.google.com/file/d/1uwl5G2Ie14Bmf_WyeUMRLAV1OdYwGfRC/view?usp=drivesdk,,
Abdominal inclinado con giro (versión 2),Cintura,Oblicuos / Recto abdominal,Gimnasio o banco en casa,Intermedio,Banco inclinado,Esterilla,"aislado, multiarticular, intermedio, banco inclinado, hipertrofia, casa, cintura, oblicuos / recto abdominal",https://drive.google.com/file/d/1vZBSRZqgdE7a5bk1_kB6TCQoOgb3BgJ3/view?usp=drivesdk,,
Elevación de piernas y cadera con cabeza elevada,Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Almohada o esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1zMYyw_TNDyAbftWL-ekRzqvaDBxrB6GW/view?usp=drivesdk,,
Elevación de piernas y cadera,Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1KMq09RRMUY8lyaORw3u83uvxvW0fHYLX/view?usp=drivesdk,,
Elevación de piernas tumbado,Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1FFJN5v5m0pADDFKKmplmo5LTsVxaT9wz/view?usp=drivesdk,,
Plancha puente a escalador cruzado (mujer),Cintura,Core completo,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1Pyw_3Yywr6zrVL0vsYd3uNvxc4z0gUg2/view?usp=drivesdk,,
Planche de rana,Cintura,Core completo,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/1cN8aSC3io2TSfSGchjW22AVJFObjHn8l/view?usp=drivesdk,,
Rodillas al pecho en suspensión,Cintura,Abdominales inferiores,Gimnasio,Avanzado,Barra de dominadas,Ninguno,"aislado, multiarticular, avanzado, barra de dominadas, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/12N4n8_Z8q8efIaihO8kLvF8ic8KqQkD9/view?usp=drivesdk,,
Elevación de piernas rectas colgado (mujer),Cintura,Abdominales inferiores,Gimnasio,Avanzado,Barra de dominadas,Ninguno,"aislado, multiarticular, avanzado, barra de dominadas, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1VwIFMf7wRpaiayHrHjRaAc6UTAmJmoo0/view?usp=drivesdk,,
Elevación de cadera con piernas rectas en banco,Cintura,Abdominales inferiores,Banco en casa o gimnasio,Intermedio,Banco plano o inclinado,Esterilla,"aislado, multiarticular, intermedio, banco plano o inclinado, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1c2VbzxZI9xfXi1ftAXFzJTxT29X_5v4a/view?usp=drivesdk,,
Elevación de cadera con piernas rectas en banco (mujer),Cintura,Abdominales inferiores,Banco en casa o gimnasio,Intermedio,Banco plano o inclinado,Esterilla,"aislado, multiarticular, intermedio, banco plano o inclinado, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1b2rIYoV5ss7xWTupUICiEYBwxTcvT1Kz/view?usp=drivesdk,,
Elevación de piernas en suspensión,Cintura,Abdominales inferiores,Gimnasio,Avanzado,Barra de dominadas,Ninguno,"aislado, multiarticular, avanzado, barra de dominadas, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1wAM7WK_5K2VKAUK0RaGCuIs_Vcxubhdy/view?usp=drivesdk,,
Abdominal en silla romana,Cintura,Recto abdominal,Gimnasio,Intermedio,Silla romana,Ninguno,"aislado, multiarticular, intermedio, silla romana, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1y0VUdmJxHmcF7OZtKdMCHa6pGmLtFeQA/view?usp=drivesdk,,
Bird Dog (mujer),Cintura,Core / Estabilización,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, core / estabilización",https://drive.google.com/file/d/1aoNsWFIhgTjuoKbtUlKI5ASd5f_KGSmI/view?usp=drivesdk,,
Crunch “Bottoms Up” (mujer),Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1Wv94XBTQopOiac2naGTttxOM2ycnRU2_/view?usp=drivesdk,,
Crunch con brazos extendidos,Cintura,Recto abdominal,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1iS7ZGYbVYRbJtjhoRmy7eY-icoZCHl4e/view?usp=drivesdk,,
Crunch inverso (versión 2),Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1LyRXigdXBWbEpJ6-fn3DfjNfWt3ambBN/view?usp=drivesdk,,
Elevación de pierna con giro (mujer),Cintura,Oblicuos / Core,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos / core",https://drive.google.com/file/d/1mEwPI-jlaw4yUaeaG1O1XlSNG1yZpFnV/view?usp=drivesdk,,
Abdominal V oblicuo en el suelo,Cintura,Oblicuos / Core,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos / core",https://drive.google.com/file/d/1FjzIYcC8QhX31J2lPkEJ7JaKUT5for7_/view?usp=drivesdk,,
Tijeras avanzadas (hombre),Cintura,Abdominales inferiores,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1omk6QfNDF9deNx6IwNkv5fgNRmJ8h6h7/view?usp=drivesdk,,
Elevación de piernas sentado con apertura y cierre,Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1h8FYmxbA-LHoPGtAGqvZDQlOGdMM972O/view?usp=drivesdk,,
Crunch lateral sentado (contra pared),Cintura,Oblicuos,casa/gimnasio,Principiante,Ninguno,"Pared, esterilla","aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1xxD7d8viuSbRyPIl2IOSAkvEfhrU485h/view?usp=drivesdk,,
Puente lateral,Cintura,Oblicuos / Estabilización,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos / estabilización",https://drive.google.com/file/d/12uWogwcDytzM1DFbZXxTe_TaUNqoGFi2/view?usp=drivesdk,,
Crunch lateral,Cintura,Oblicuos / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, oblicuos / core",https://drive.google.com/file/d/1csUnb6NUXzTCMnqkSU6henUhOhVUgwuY/view?usp=drivesdk,,
Elevación lateral de pierna tumbado (mujer),Cintura,Abductores / Core,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, abductores / core",https://drive.google.com/file/d/1v7cez4TD9kI3WKgKtKdebeXnPDqJMQ3s/view?usp=drivesdk,,
Abdominal con piernas rectas,Cintura,Recto abdominal,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/17dZF5L7b-emTdMWdcMp8riDKaefGoGEP/view?usp=drivesdk,,
Estiramiento abdominal en prono (hombre),Cintura,Core / Estiramiento,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, core / estiramiento",https://drive.google.com/file/d/1PBjIudpdputFoLvMNFNfJG6HWlet-xGw/view?usp=drivesdk,,
Rodillas oblicuas al pecho en suspensión,Cintura,Oblicuos,Gimnasio,Avanzado,Barra de dominadas,Ninguno,"aislado, multiarticular, avanzado, barra de dominadas, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1EYgkxDL2lxSeEo4fNrQX2tW9HboodkQG/view?usp=drivesdk,,
Limpiaparabrisas con piernas rectas,Cintura,Core completo,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cintura, core completo",https://drive.google.com/file/d/19V8FSp2Pgl_6HXoaYKn5oEEcIuMIrJMD/view?usp=drivesdk,,
Elevación de piernas colgado con sujeción (hombre),Cintura,Abdominales inferiores,Gimnasio,Avanzado,Barra de dominadas,Sujeción de muñecas,"aislado, multiarticular, avanzado, barra de dominadas, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1vLLwqcbZz9zLzTeXx_9r-1NDwBmJM8rD/view?usp=drivesdk,,
Marcha con piernas rectas tumbado,Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1wKuYm1k6AXADyrL3Mg4l9PhgxIvBePkW/view?usp=drivesdk,,
Elevación alterna de piernas tumbado (hombre),Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1_f9Bgjo-SMGBS0jXaPD_9VbAF9yJVd_f/view?usp=drivesdk,,
Elevación de piernas rectas en silla romana,Cintura,Abdominales inferiores,Gimnasio,Intermedio,Silla romana,Ninguno,"aislado, multiarticular, intermedio, silla romana, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1dowg_AHQwICTNcGq8px8ERWuiFQydDi7/view?usp=drivesdk,,
Crunch inverso en banco declinado (mujer),Cintura,Abdominales inferiores,Gimnasio,Intermedio,Banco declinado,Ninguno,"aislado, multiarticular, intermedio, banco declinado, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1SMM4h3eH1Hel_XE7Mu15jfg73hhvXoP0/view?usp=drivesdk,,
Crunch de codo a rodilla en plancha lateral (hombre),Cintura,Oblicuos / Core,casa/gimnasio,Avanzado,Ninguno,Esterilla,"aislado, multiarticular, avanzado, ninguno, hipertrofia, casa, cintura, oblicuos / core",https://drive.google.com/file/d/15gGfxpWUtnS4pZJce8hWoaOh02TmjPTA/view?usp=drivesdk,,
Crunch rana,Cintura,Recto abdominal,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1S7TxPKhrtZk0efB2DQq6ztQZccuqUnaE/view?usp=drivesdk,,
Elevación de cadera con piernas rectas colgado,Cintura,Abdominales inferiores,Gimnasio,Avanzado,Barra de dominadas,Ninguno,"aislado, multiarticular, avanzado, barra de dominadas, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1e3HobefqJuy0bBzrL_kZ948v08a9538N/view?usp=drivesdk,,
Codo a rodilla tumbado,Cintura,Oblicuos,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1g_6KJp9Z3Oxenc_XB3diWEMemAgSOopq/view?usp=drivesdk,,
Elevación de cadera y pierna tumbado,Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1RiPF9mKciAON1js6_jcr9N2Ue3ToVv-V/view?usp=drivesdk,,
Elevación de piernas sentado,Cintura,Abdominales inferiores,casa/gimnasio,Intermedio,Ninguno,Silla / Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, abdominales inferiores",https://drive.google.com/file/d/1PkjBvkRu8AxMg3FeyxOtLM81Yz4CuS10/view?usp=drivesdk,,
Estiramiento abdominal en prono (mujer),Cintura,Core / Estiramiento,casa/gimnasio,Principiante,Ninguno,Esterilla,"aislado, multiarticular, principiante, ninguno, hipertrofia, casa, cintura, core / estiramiento",https://drive.google.com/file/d/1QFdwKnCM9Ezb9zcRtxssVP2Z_-T-sWtG/view?usp=drivesdk,,
Otis-Up con carga (mujer),Cintura,Recto abdominal,casa/gimnasio,Intermedio,Mancuerna ligera,Esterilla,"aislado, multiarticular, intermedio, mancuerna ligera, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1L7ladcrY57sk-95qaO_FqtCFgPBhQr5j/view?usp=drivesdk,,
Crunch de pie con polea (cuerda, mujer),Cintura,Recto abdominal,Gimnasio,Intermedio,Polea baja con cuerda,Ninguno,"aislado, multiarticular, intermedio, polea baja con cuerda, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1IrJ1DIKrqJ-KPY4xghwoCcYByBSfaggO/view?usp=drivesdk,
Crunch sobre bosu,Cintura,Recto abdominal,casa/gimnasio,Intermedio,Bosu,Esterilla,"aislado, multiarticular, intermedio, bosu, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1pmafR2tXhuVtRd7LGGFzvIjeSynTbaE3/view?usp=drivesdk,,
Crunch inverso en polea (rodillas al pecho),Cintura,Abdominales inferiores,Gimnasio,Avanzado,Polea baja,Tobilleras,"aislado, multiarticular, avanzado, polea baja, hipertrofia, gimnasio, cintura, abdominales inferiores",https://drive.google.com/file/d/1MFGDT27rHINFU_YPXvCmjTBktYB5MZEi/view?usp=drivesdk,,
Giro con polea (de abajo hacia arriba),Cintura,Oblicuos,Gimnasio,Intermedio,Polea baja o media,Ninguno,"aislado, multiarticular, intermedio, polea baja o media, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1nJdOP8Hp13hZgmgJMU5Ffna1e7RSl0c9/view?usp=drivesdk,,
Giro con polea (mujer),Cintura,Oblicuos,Gimnasio,Intermedio,Polea alta o media,Ninguno,"aislado, multiarticular, intermedio, polea alta o media, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1Juc0KGpCFwMKOvQY_F535NA2B9uSnVFy/view?usp=drivesdk,,
Giro con polea (de arriba hacia abajo, versión 2, mujer),Cintura,Oblicuos,Gimnasio,Intermedio,Polea alta,Ninguno,"aislado, multiarticular, intermedio, polea alta, hipertrofia, gimnasio, cintura, oblicuos",https://drive.google.com/file/d/1F2djiZgAFJoZ6k81kLx5gZsw2KKW2RsR/view?usp=drivesdk
Abdominal tipo capullo (cocoon),Cintura,Recto abdominal,casa/gimnasio,Intermedio,Ninguno,Esterilla,"aislado, multiarticular, intermedio, ninguno, hipertrofia, casa, cintura, recto abdominal",https://drive.google.com/file/d/1KT7ui91eHUdQWGjHlhhjH8MJvW9a_jSR/view?usp=drivesdk,,
Abdominal declinado con mancuerna sobre cabeza,Cintura,Recto abdominal,Gimnasio,Avanzado,"Banco declinado, mancuerna",Ninguno,"aislado, multiarticular, avanzado, banco declinado, mancuerna, hipertrofia, gimnasio, cintura, recto abdominal",https://drive.google.com/file/d/1qs8Q8R9rrYZoGSeo-kOrvyuPYrknPtkb/view?usp=drivesdk,,
V-up con mancuerna (mujer),Cintura,Abdominales superiores,casa/gimnasio,Intermedio,Mancuerna,Esterilla,"aislado, multiarticular, intermedio, mancuerna, hipertrofia, casa, cintura, abdominales superiores",https://drive.google.com/file/d/12tBlGh16lofaLhZqssJqHZ12vAbv39V_/view?usp=drivesdk,,
Inclinación lateral con mancuerna (mujer),Cintura,Oblicuos,casa/gimnasio,Intermedio,Mancuerna,Ninguno,"aislado, multiarticular, intermedio, mancuerna, hipertrofia, casa, cintura, oblicuos",https://drive.google.com/file/d/1bkKftmuKWlwsr7JmmdibReJDkiWeFa59/view?usp=drivesdk,,
V-up con mancuerna (versión 2),Cintura,Abdominales superiores,casa/gimnasio,Intermedio,Mancuerna,Esterilla,"aislado, multiarticular, intermedio, mancuerna, hipertrofia, casa, cintura, abdominales superiores",https://drive.google.com/file/d/1NaMtwv78p-6wNmykOGA87dKWySWtkVHX/view?usp=drivesdk,,
